a_mm,b_mm,White_Pos,Pwr_UV,Pwr_UV_Center,Uni_UV,Num_White,Total_Loss,Valid
4.0,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.28,1.21,0.359,4,1170.5121,True
9.75,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.08,1.18,0.402,4,1171.453,True
7.5,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.33,1.2,0.359,4,1171.4973,True
10.75,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.84,1.17,0.454,4,1171.7709,True
10.0,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.99,1.17,0.416,4,1173.7055,True
7.25,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.3,1.19,0.363,4,1173.7907,True
11.25,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.73,1.16,0.451,4,1174.8197,True
6.0,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.22,1.18,0.387,4,1175.0978,True
4.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.18,1.18,0.383,4,1175.6009,True
10.25,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.9,1.16,0.43,4,1176.3508,True
7.0,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.25,1.18,0.368,4,1176.4788,True
5.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.17,1.18,0.389,4,1176.7697,True
4.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.17,1.18,0.37,4,1177.2936,True
11.0,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.73,1.15,0.456,4,1177.9039,True
10.5,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.8,1.15,0.446,4,1179.3635,True
6.75,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.19,1.17,0.375,4,1179.5236,True
5.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.12,1.16,0.389,4,1180.8421,True
6.5,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.12,1.16,0.384,4,1182.8757,True
8.75,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.1,1.17,0.364,4,1183.3995,True
9.0,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.06,1.16,0.37,4,1183.5857,True
10.75,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.7,1.14,0.455,4,1183.5907,True
8.5,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.12,1.17,0.36,4,1183.634,True
9.25,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.02,1.16,0.377,4,1184.1886,True
8.25,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.13,1.17,0.358,4,1184.2882,True
5.0,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.05,1.16,0.388,4,1184.3351,True
11.25,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.61,1.14,0.456,4,1184.5141,True
4.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.06,1.16,0.378,4,1184.5831,True
9.5,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.96,1.15,0.386,4,1185.199,True
8.0,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.13,1.16,0.358,4,1185.3552,True
9.75,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.9,1.15,0.397,4,1186.5964,True
7.75,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.11,1.16,0.359,4,1186.8229,True
5.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.02,1.15,0.392,4,1186.9326,True
6.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.05,1.15,0.388,4,1187.1438,True
10.0,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.82,1.14,0.409,4,1188.3718,True
7.5,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.09,1.15,0.362,4,1188.6695,True
11.0,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.6,1.12,0.458,4,1188.7559,True
10.25,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.74,1.13,0.422,4,1190.498,True
7.25,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.05,1.15,0.366,4,1190.8716,True
11.5,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.49,1.12,0.455,4,1191.5574,True
6.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.97,1.13,0.39,4,1192.0781,True
4.75,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.94,1.14,0.386,4,1192.3365,True
10.5,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.65,1.12,0.437,4,1192.9556,True
7.0,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",6.0,1.14,0.372,4,1193.3952,True
5.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.92,1.13,0.392,4,1193.4458,True
11.25,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.49,1.11,0.46,4,1194.4582,True
10.75,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.56,1.11,0.453,4,1195.7107,True
6.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.94,1.13,0.38,4,1196.2036,True
5.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.88,1.12,0.393,4,1197.3214,True
6.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.88,1.12,0.388,4,1199.2861,True
9.0,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.86,1.12,0.368,4,1199.3213,True
8.75,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.88,1.12,0.363,4,1199.3682,True
9.25,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.82,1.12,0.374,4,1199.6388,True
8.5,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.9,1.12,0.36,4,1199.7808,True
11.0,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.47,1.1,0.46,4,1199.8473,True
9.5,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.77,1.12,0.382,4,1200.3136,True
5.0,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.82,1.12,0.392,4,1200.4831,True
8.25,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.9,1.12,0.359,4,1200.5539,True
11.5,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.38,1.09,0.461,4,1200.5769,True
9.75,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.72,1.11,0.392,4,1201.3332,True
8.0,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.89,1.12,0.36,4,1201.6776,True
10.0,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.65,1.1,0.403,4,1202.6843,True
5.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.79,1.11,0.396,4,1202.9154,True
7.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.88,1.12,0.362,4,1203.1382,True
6.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.81,1.11,0.392,4,1203.395,True
10.25,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.58,1.1,0.415,4,1204.3481,True
11.25,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.37,1.08,0.463,4,1204.6168,True
7.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.85,1.11,0.365,4,1204.915,True
10.5,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.5,1.09,0.429,4,1206.3119,True
7.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.81,1.1,0.37,4,1206.9753,True
11.75,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.28,1.08,0.46,4,1207.1515,True
6.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.73,1.09,0.394,4,1207.878,True
10.75,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.42,1.08,0.444,4,1208.544,True
5.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.69,1.09,0.396,4,1208.9673,True
7.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.76,1.1,0.377,4,1209.3001,True
11.5,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.27,1.07,0.465,4,1209.8823,True
11.0,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.34,1.07,0.461,4,1211.0255,True
6.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.71,1.09,0.385,4,1211.8669,True
5.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.65,1.08,0.398,4,1212.6526,True
9.0,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.66,1.09,0.367,4,1214.4467,True
9.25,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.63,1.08,0.372,4,1214.5349,True
6.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.65,1.08,0.394,4,1214.6454,True
8.75,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.67,1.09,0.363,4,1214.6707,True
9.5,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.59,1.08,0.379,4,1214.9317,True
11.25,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.25,1.06,0.465,4,1215.0359,True
8.5,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.68,1.09,0.361,4,1215.2047,True
11.75,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.18,1.06,0.465,4,1215.5407,True
9.75,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.54,1.08,0.388,4,1215.6245,True
8.25,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.68,1.08,0.361,4,1216.0424,True
10.0,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.48,1.07,0.398,4,1216.6107,True
8.0,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.67,1.08,0.362,4,1217.1741,True
5.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.57,1.07,0.4,4,1217.7776,True
10.25,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.42,1.06,0.41,4,1217.8757,True
6.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.58,1.07,0.396,4,1218.5135,True
7.75,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.65,1.08,0.365,4,1218.5788,True
11.5,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.16,1.04,0.469,4,1219.3807,True
10.5,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.36,1.06,0.422,4,1219.404,True
7.5,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.62,1.07,0.369,4,1220.2357,True
10.75,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.28,1.05,0.437,4,1221.1652,True
12.0,5.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.08,1.04,0.464,4,1221.6436,True
7.25,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.59,1.06,0.375,4,1222.1278,True
6.0,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.51,1.06,0.399,4,1222.5636,True
11.0,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.21,1.04,0.452,4,1223.1462,True
11.75,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.07,1.03,0.47,4,1224.2261,True
7.0,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.54,1.06,0.382,4,1224.2315,True
11.25,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.13,1.03,0.466,4,1225.5452,True
6.75,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.49,1.05,0.39,4,1226.5167,True
5.75,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.44,1.04,0.402,4,1226.8894,True
9.25,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.44,1.05,0.372,4,1228.8534,True
9.0,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.46,1.05,0.367,4,1228.9395,True
9.5,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.41,1.05,0.378,4,1229.0265,True
6.5,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.44,1.04,0.398,4,1229.0852,True
11.5,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.05,1.02,0.471,4,1229.1687,True
8.75,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.48,1.05,0.364,4,1229.2878,True
12.0,5.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.98,1.02,0.47,4,1229.4417,True
9.75,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.37,1.04,0.385,4,1229.454,True
8.5,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.48,1.05,0.363,4,1229.8944,True
10.0,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.32,1.04,0.394,4,1230.135,True
8.25,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.48,1.05,0.363,4,1230.7489,True
10.25,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.27,1.03,0.405,4,1231.0519,True
8.0,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.46,1.04,0.365,4,1231.8388,True
10.5,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.21,1.03,0.417,4,1232.191,True
6.25,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.37,1.03,0.4,4,1232.5701,True
11.75,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.97,1.01,0.474,4,1233.1325,True
7.75,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.44,1.04,0.369,4,1233.1453,True
10.75,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.14,1.02,0.43,4,1233.5369,True
7.5,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.41,1.03,0.374,4,1234.6548,True
11.0,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.08,1.01,0.444,4,1235.0704,True
6.0,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.31,1.02,0.404,4,1236.202,True
7.25,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.38,1.03,0.38,4,1236.3435,True
11.25,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.01,1.0,0.46,4,1236.7648,True
12.0,5.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.89,1.0,0.475,4,1237.535,True
7.0,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.34,1.02,0.387,4,1238.1871,True
11.5,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.93,0.99,0.472,4,1239.0537,True
6.75,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.29,1.01,0.396,4,1240.1509,True
11.75,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.86,0.98,0.476,4,1242.3025,True
6.5,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.24,1.0,0.402,4,1242.544,True
9.25,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.26,1.01,0.371,4,1242.5849,True
9.5,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.23,1.01,0.377,4,1242.585,True
9.0,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.27,1.01,0.368,4,1242.7956,True
9.75,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.2,1.01,0.383,4,1242.7992,True
8.75,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.28,1.01,0.366,4,1243.2176,True
10.0,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.16,1.01,0.391,4,1243.2206,True
10.25,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.11,1.0,0.401,4,1243.837,True
8.5,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.29,1.01,0.365,4,1243.8463,True
10.5,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.06,1.0,0.412,4,1244.6447,True
8.25,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.28,1.01,0.367,4,1244.6683,True
6.25,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.18,1.0,0.405,4,1245.6103,True
10.75,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.01,0.99,0.424,4,1245.6259,True
8.0,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.26,1.01,0.369,4,1245.6742,True
12.0,6.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.79,0.98,0.479,4,1245.8857,True
11.0,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.95,0.98,0.438,4,1246.7594,True
7.75,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.24,1.0,0.373,4,1246.85,True
11.25,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.88,0.98,0.452,4,1248.0337,True
7.5,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.21,1.0,0.378,4,1248.1742,True
11.5,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.82,0.97,0.468,4,1249.4209,True
7.25,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.18,0.99,0.385,4,1249.6255,True
7.0,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.14,0.99,0.393,4,1251.176,True
11.75,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.75,0.96,0.477,4,1251.6015,True
6.75,11.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.1,0.98,0.402,4,1252.8117,True
12.0,6.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.69,0.95,0.481,4,1254.4714,True
6.5,11.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.05,0.97,0.407,4,1255.0192,True
9.5,9.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.06,0.98,0.376,4,1255.5828,True
9.75,8.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.03,0.98,0.382,4,1255.6321,True
9.25,9.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.08,0.98,0.372,4,1255.7028,True
10.0,8.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.0,0.98,0.389,4,1255.8418,True
9.0,9.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.09,0.98,0.369,4,1255.9921,True
10.25,8.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.96,0.97,0.398,4,1256.2157,True
8.75,9.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.1,0.98,0.368,4,1256.4422,True
10.5,8.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.92,0.97,0.408,4,1256.7413,True
8.5,10.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.1,0.98,0.369,4,1257.0489,True
10.75,7.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.87,0.96,0.419,4,1257.4011,True
8.25,10.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.09,0.98,0.37,4,1257.8047,True
11.0,7.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.82,0.96,0.432,4,1258.1887,True
8.0,10.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.08,0.97,0.373,4,1258.6935,True
11.25,7.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.76,0.95,0.446,4,1259.089,True
7.75,10.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.05,0.97,0.378,4,1259.7019,True
11.5,7.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.71,0.94,0.46,4,1260.0797,True
7.5,11.15,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.03,0.96,0.384,4,1260.8068,True
11.75,6.9,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.65,0.94,0.476,4,1261.1557,True
7.25,11.4,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",5.0,0.96,0.391,4,1261.9879,True
12.0,6.65,"(6.5, 0.0) | (0.0, 6.4) | (-6.5, 0.0) | (-0.0, -6.4)",4.59,0.93,0.483,4,1263.2254,True
